"feature_id"	"type"	"function."	"evidence_codes"
"fig|1578.155.peg.1029"	"peg"	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)"	"icw(5);ABC_transporter_oligopeptide_(TC_3.A.1.5.1) icw(1);Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes"
"fig|1578.155.peg.1030"	"peg"	"Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)"	"isu;ABC_transporter_oligopeptide_(TC_3.A.1.5.1)"
"fig|1578.155.peg.1031"	"peg"	"Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)"	"icw(1);ABC_transporter_oligopeptide_(TC_3.A.1.5.1)"
"fig|1578.155.peg.1032"	"peg"	"Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)"	"icw(2);ABC_transporter_oligopeptide_(TC_3.A.1.5.1)"
"fig|1578.155.peg.1033"	"peg"	"Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)"	"icw(3);ABC_transporter_oligopeptide_(TC_3.A.1.5.1)"
"fig|1578.155.peg.1034"	"peg"	"Acyl carrier protein"	"icw(1);Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria"
"fig|1578.155.peg.1035"	"peg"	"Phosphate:acyl-ACP acyltransferase PlsX"	"icw(2);Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria"
"fig|1578.155.peg.1036"	"peg"	"ATP-dependent DNA helicase RecG (EC 3.6.1.-)"	"isu;DNA-replication icw(1);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1037"	"peg"	"Dihydroxyacetone kinase family protein"	"icw(5);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins isu;Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria"
"fig|1578.155.peg.1038"	"peg"	"FIG001802: Putative alkaline-shock protein"	"icw(4);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1039"	"peg"	"LSU ribosomal protein L28p"	"isu;Ribosome_LSU_bacterial isu;A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1040"	"peg"	"Thiamin pyrophosphokinase (EC 2.7.6.2)"	"isu;Thiamin_biosynthesis icw(2);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1041"	"peg"	"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)"	"idu(1);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase idu(1);Calvin-Benson_cycle icw(3);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins idu(1);Pentose_phosphate_pathway"
"fig|1578.155.peg.1042"	"peg"	"Ribosome small subunit-stimulated GTPase EngC"	"isu;Universal_GTPases icw(5);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1043"	"peg"	"Serine/threonine protein kinase PrkC, regulator of stationary phase"	"icw(3);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase icw(6);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins"
"fig|1578.155.peg.1044"	"peg"	"Protein serine/threonine phosphatase PrpC, regulation of stationary phase"	"icw(3);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase"
"fig|1578.155.peg.1045"	"peg"	"Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)"	"ff"
"fig|1578.155.peg.1046"	"peg"	"Methionyl-tRNA formyltransferase (EC 2.1.2.9)"	"icw(1);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase isu;CBSS-89187.3.peg.2957 isu;Translation_initiation_factors_bacterial"
"fig|1578.155.peg.1047"	"peg"	"Helicase PriA essential for oriC/DnaA-independent DNA replication"	"isu;Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase icw(1);DNA-replication"
"fig|1578.155.peg.1048"	"peg"	"DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)"	"isu;CBSS-176299.4.peg.1292 isu;RNA_polymerase_bacterial"
"fig|1578.155.peg.1049"	"peg"	"Guanylate kinase (EC 2.7.4.8)"	"idu(1);Purine_conversions"
"fig|1578.155.peg.1050"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1051"	"peg"	"Acetyltransferase, GNAT family"	""
"fig|1578.155.peg.1052"	"peg"	"DNA repair protein RecN"	"isu;DNA-replication icw(1);DNA_repair,_bacterial"
"fig|1578.155.peg.1053"	"peg"	"RNA binding methyltransferase FtsJ like"	"ff"
"fig|1578.155.peg.1054"	"peg"	"Octaprenyl diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)"	"isu;Polyprenyl_Diphosphate_Biosynthesis isu;Polyprenyl_Diphosphate_Biosynthesis isu;Isoprenoinds_for_Quinones isu;Isoprenoinds_for_Quinones isu;Isoprenoinds_for_Quinones isu;Proteorhodopsin isu;Isoprenoid_Biosynthesis isu;Isoprenoid_Biosynthesis isu;Carotenoids isu;Isoprenoid_Biosynthesis:_Interconversions"
"fig|1578.155.peg.1055"	"peg"	"Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)"	"icw(2);DNA_repair,_bacterial"
"fig|1578.155.peg.1056"	"peg"	"Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)"	"isu;DNA_repair,_bacterial"
"fig|1578.155.peg.1057"	"peg"	"Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)"	"isu;One-carbon_metabolism_by_tetrahydropterines isu;One-carbon_metabolism_by_tetrahydropterines"
"fig|1578.155.peg.1058"	"peg"	"Transcription termination protein NusB"	"isu;Transcription_factors_bacterial"
"fig|1578.155.peg.1059"	"peg"	"Alkaline shock protein"	""
"fig|1578.155.peg.1060"	"peg"	"Translation elongation factor P"	"idu(1);Translation_elongation_factor_P_lysylation idu(1);Translation_elongation_factors_bacterial"
"fig|1578.155.peg.1061"	"peg"	"Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)"	"isu;Protein_degradation"
"fig|1578.155.peg.1062"	"peg"	"LSU ribosomal protein L27p"	"icw(1);Ribosome_LSU_bacterial icw(1);CBSS-176279.3.peg.868"
"fig|1578.155.peg.1063"	"peg"	"LSU ribosomal protein L21p"	"isu;Ribosome_LSU_bacterial isu;CBSS-176279.3.peg.868"
"fig|1578.155.peg.1064"	"peg"	"contains DUF161 domain"	"ff"
"fig|1578.155.peg.1065"	"peg"	"FIG00745474: hypothetical protein"	"ff"
"fig|1578.155.peg.1066"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1067"	"peg"	"cell surface protein precursor"	"ff"
"fig|1578.155.peg.1068"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1069"	"peg"	"hypothetical protein"	""
"fig|1578.155.rna.45"	"rna"	"tRNA-Arg-TCT"	""
"fig|1578.155.peg.1070"	"peg"	"Glycerol uptake facilitator protein"	"icw(1);Osmoregulation icw(1);Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization icw(1);Glycerol_fermentation_to_1,3-propanediol"
"fig|1578.155.peg.1071"	"peg"	"Glycerol uptake facilitator protein"	"icw(1);Osmoregulation icw(1);Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization icw(1);Glycerol_fermentation_to_1,3-propanediol"
"fig|1578.155.peg.1072"	"peg"	"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component"	"isu;Dihydroxyacetone_kinases isu;Dihydroxyacetone_kinases"
"fig|1578.155.peg.1073"	"peg"	"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL"	"icw(1);Dihydroxyacetone_kinases"
"fig|1578.155.peg.1074"	"peg"	"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK"	"icw(2);Dihydroxyacetone_kinases"
"fig|1578.155.peg.1075"	"peg"	"membrane protein, putative"	"ff"
"fig|1578.155.peg.1076"	"peg"	"Arsenate reductase (EC 1.20.4.1)"	"isu;Transcription_repair_cluster isu;CBSS-315749.4.peg.3658 isu;Arsenic_resistance isu;Anaerobic_respiratory_reductases"
"fig|1578.155.peg.1077"	"peg"	"Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)"	"ff"
"fig|1578.155.peg.1078"	"peg"	"integral membrane protein (putative)"	""
"fig|1578.155.peg.1079"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1080"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1081"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1082"	"peg"	"Endonuclease III (EC 4.2.99.18)"	"idu(1);DNA_Repair_Base_Excision idu(1);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.155.peg.1083"	"peg"	"ABC transporter membrane-spanning permease - macrolide efflux"	""
"fig|1578.155.peg.1084"	"peg"	"Ribosomal-protein-alanine acetyltransferase (EC 2.3.1.128)"	""
"fig|1578.155.peg.1085"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1086"	"peg"	"FIG056164: rhomboid family serine protease"	"ff"
"fig|1578.155.peg.1087"	"peg"	"ABC transporter, permease protein"	""
"fig|1578.155.peg.1088"	"peg"	"ABC transporter ATP-binding protein"	"ff"
"fig|1578.155.peg.1089"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1090"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1091"	"peg"	"Lantibiotic transport permease protein"	""
"fig|1578.155.peg.1092"	"peg"	"Lantibiotic transport permease protein"	""
"fig|1578.155.peg.1093"	"peg"	"Lantibiotic transport ATP-binding protein srtF"	"ff"
"fig|1578.155.peg.1094"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1095"	"peg"	"ABC transporter ATP-binding protein YvcR"	""
"fig|1578.155.peg.1096"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1097"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1098"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1099"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1100"	"peg"	"Mobile element protein"	"ff"
"fig|1578.155.peg.1101"	"peg"	"RelE/StbE replicon stabilization toxin"	"isu;Toxin-antitoxin_replicon_stabilization_systems"
"fig|1578.155.peg.1102"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1103"	"peg"	"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)"	"icw(1);Macromolecular_synthesis_operon icw(2);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1104"	"peg"	"Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)"	"idu(1);Macromolecular_synthesis_operon icw(2);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1105"	"peg"	"Dihydroorotase (EC 3.5.2.3)"	"icw(6);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1106"	"peg"	"Aspartate carbamoyltransferase (EC 2.1.3.2)"	"icw(1);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1107"	"peg"	"Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR"	"icw(6);De_Novo_Pyrimidine_Synthesis icw(6);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1108"	"peg"	"Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)"	"icw(2);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1109"	"peg"	"Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)"	"isu;De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1110"	"peg"	"Orotate phosphoribosyltransferase (EC 2.4.2.10)"	"icw(3);De_Novo_Pyrimidine_Synthesis"
"fig|1578.155.peg.1111"	"peg"	"Glutamine synthetase type I (EC 6.3.1.2)"	"isu;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis isu;Ammonia_assimilation isu;Glutamine_synthetases isu;Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1112"	"peg"	"Aluminum resistance protein"	"ff"
"fig|1578.155.peg.1113"	"peg"	"tRNA dimethylallyltransferase (EC 2.5.1.75)"	"isu;tRNA_processing"
"fig|1578.155.peg.1114"	"peg"	"Rhodanese-like domain protein"	"ff"
"fig|1578.155.peg.1115"	"peg"	"FIG00743953: hypothetical protein"	"ff"
"fig|1578.155.peg.1116"	"peg"	"GlpG protein (membrane protein of glp regulon)"	"isu;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.155.peg.1117"	"peg"	"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)"	"isu;One-carbon_metabolism_by_tetrahydropterines isu;Folate_Biosynthesis"
"fig|1578.155.peg.1118"	"peg"	"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent"	"isu;Ribosome_LSU_bacterial isu;Ribosome_LSU_bacterial"
"fig|1578.155.peg.1119"	"peg"	"Penicillin-binding protein 2B"	"isu;CBSS-83331.1.peg.3039 isu;16S_rRNA_modification_within_P_site_of_ribosome"
"fig|1578.155.peg.1120"	"peg"	"N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)"	"isu;Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.155.peg.1121"	"peg"	"Transcription elongation factor GreA"	"idu(1);Transcription_factors_bacterial"
"fig|1578.155.peg.1122"	"peg"	"Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)"	"icw(1);tRNA_aminoacylation,_Phe"
"fig|1578.155.peg.1123"	"peg"	"Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)"	"isu;tRNA_aminoacylation,_Phe"
"fig|1578.155.peg.1124"	"peg"	"Transcriptional regulator, HxlR family"	"ff"
"fig|1578.155.peg.1125"	"peg"	"FIG011178: rRNA methylase"	"isu;Divergent_RNA_modification_related_clusters isu;RNA_methylation"
"fig|1578.155.peg.1126"	"peg"	"Predicted nucleoside phosphatase"	"icw(1);Divergent_RNA_modification_related_clusters"
"fig|1578.155.peg.1127"	"peg"	"Inner membrane protein translocase component YidC, OxaA protein"	"icw(2);Divergent_RNA_modification_related_clusters"
"fig|1578.155.peg.1128"	"peg"	"Two-component system histidine kinase"	"idu(1);Two-component_regulatory_systems_in_Campylobacter"
"fig|1578.155.peg.1129"	"peg"	"Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain"	"ff"
"fig|1578.155.peg.1130"	"peg"	"COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily"	"ff"
"fig|1578.155.peg.1131"	"peg"	"FIG007079: UPF0348 protein family"	"ff"
"fig|1578.155.peg.1132"	"peg"	"Ribosomal silencing factor RsfA (former Iojap)"	"ff"
"fig|1578.155.peg.1133"	"peg"	"Hydrolase (HAD superfamily), YqeK"	"ff"
"fig|1578.155.peg.1134"	"peg"	"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)"	"isu;NAD_and_NADP_cofactor_biosynthesis_global isu;NAD_regulation"
"fig|1578.155.peg.1135"	"peg"	"GTP-binding protein YqeH, required for biogenesis of 30S ribosome subunit"	"isu;Universal_GTPases"
"fig|1578.155.peg.1136"	"peg"	"FIG001553: Hydrolase, HAD subfamily IIIA"	"ff"
"fig|1578.155.peg.1137"	"peg"	"LSU ribosomal protein L20p"	"icw(1);Ribosome_LSU_bacterial icw(2);Mycobacterium_virulence_operon_involved_in_protein_synthesis_(LSU_ribosomal_proteins)"
"fig|1578.155.peg.1138"	"peg"	"LSU ribosomal protein L35p"	"isu;Ribosome_LSU_bacterial isu;Mycobacterium_virulence_operon_involved_in_protein_synthesis_(LSU_ribosomal_proteins)"
"fig|1578.155.peg.1139"	"peg"	"Translation initiation factor 3"	"isu;Translation_initiation_factors_bacterial icw(1);Mycobacterium_virulence_operon_involved_in_protein_synthesis_(LSU_ribosomal_proteins)"
"fig|1578.155.peg.1140"	"peg"	"Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)"	"ff"
"fig|1578.155.peg.1141"	"peg"	"Threonyl-tRNA synthetase (EC 6.1.1.3)"	"isu;tRNA_aminoacylation,_Thr"
"fig|1578.155.peg.1142"	"peg"	"Helicase loader DnaI"	"idu(1);DNA-replication"
"fig|1578.155.peg.1143"	"peg"	"Helicase loader DnaB"	"ff"
"fig|1578.155.peg.1144"	"peg"	"Ribonucleotide reductase transcriptional regulator NrdR"	"isu;Ribonucleotide_reduction"
"fig|1578.155.peg.1145"	"peg"	"Dephospho-CoA kinase (EC 2.7.1.24)"	"isu;Coenzyme_A_Biosynthesis"
"fig|1578.155.peg.1146"	"peg"	"Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)"	"isu;DNA_Repair_Base_Excision"
"fig|1578.155.peg.1147"	"peg"	"DNA polymerase I (EC 2.7.7.7)"	"icw(1);DNA_Repair_Base_Excision isu;DNA-replication"
"fig|1578.155.peg.1148"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1149"	"peg"	"Negative transcriptional regulator-copper transport operon"	"isu;Copper_homeostasis"
"fig|1578.155.peg.1150"	"peg"	"HMP-PP hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes (PMID:15292217)"	"ff"
"fig|1578.155.peg.1151"	"peg"	"Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)"	"idu(2);Inteins idu(2);Sialic_Acid_Metabolism icw(1);UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis"
"fig|1578.155.peg.1152"	"peg"	"Phosphoglucosamine mutase (EC 5.4.2.10)"	"icw(2);Bacterial_checkpoint-control-related_cluster icw(1);Sialic_Acid_Metabolism icw(2);UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis"
"fig|1578.155.peg.1153"	"peg"	"Uncharacterized secreted protein associated with spyDAC"	"icw(1);Bacterial_checkpoint-control-related_cluster"
"fig|1578.155.peg.1154"	"peg"	"Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain"	"isu;Bacterial_checkpoint-control-related_cluster icw(2);Bacterial_checkpoint-control-related_cluster"
"fig|1578.155.peg.1155"	"peg"	"UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)"	"isu;UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis isu;Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1156"	"peg"	"Exonuclease"	"ff"
"fig|1578.155.peg.1157"	"peg"	"TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA"	"isu;Scaffold_proteins_for_[4Fe-4S]_cluster_assembly_(MRP_family) isu;YjeE"
"fig|1578.155.peg.1158"	"peg"	"Phosphate acetyltransferase (EC 2.3.1.8)"	"isu;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate isu;Ethanolamine_utilization isu;Fermentations:_Lactate isu;Fermentations:_Mixed_acid isu;Propanediol_utilization isu;Threonine_anaerobic_catabolism_gene_cluster"
"fig|1578.155.peg.1159"	"peg"	"Uracil-DNA glycosylase, family 1"	"isu;DNA_Repair_Base_Excision isu;Uracil-DNA_glycosylase"
"fig|1578.155.peg.1160"	"peg"	"Hydrolase, HAD superfamily, Cof family"	""
"fig|1578.155.peg.1161"	"peg"	"FIG00742364: hypothetical protein"	"ff"
"fig|1578.155.peg.1162"	"peg"	"S-layer protein precursor"	""
"fig|1578.155.peg.1163"	"peg"	"UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)"	"isu;Peptidoglycan_biosynthesis--gjo isu;cell_division_cluster_containing_FtsQ isu;Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1164"	"peg"	"Phenylalanyl-tRNA synthetase domain protein (Bsu YtpR)"	"isu;tRNA_aminoacylation,_Phe"
"fig|1578.155.peg.1165"	"peg"	"FIG009688: Thioredoxin"	"ff"
"fig|1578.155.peg.1166"	"peg"	"tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)"	"isu;RNA_methylation"
"fig|1578.155.peg.1167"	"peg"	"ABC transporter, permease protein EscB"	"icw(2);EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins"
"fig|1578.155.peg.1168"	"peg"	"ABC transporter, ATP-binding protein EcsA"	"isu;EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins"
"fig|1578.155.peg.1169"	"peg"	"Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)"	"isu;CBSS-176279.3.peg.1262"
"fig|1578.155.peg.1170"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1171"	"peg"	"Foldase protein PrsA precursor (EC 5.2.1.8) @ Foldase clustered with pyrimidine conversion"	"icw(1);EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins icw(1);CBSS-176279.3.peg.1262 isu;Peptidyl-prolyl_cis-trans_isomerase"
"fig|1578.155.peg.1172"	"peg"	"3'->5' exoribonuclease Bsu YhaM"	"isu;Ribonucleases_in_Bacillus"
"fig|1578.155.peg.1173"	"peg"	"DNA double-strand break repair Rad50 ATPase"	"ff"
"fig|1578.155.peg.1174"	"peg"	"DNA repair exonuclease family protein YhaO"	"isu;DNA_repair,_bacterial"
"fig|1578.155.peg.1175"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1176"	"peg"	"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)"	"idu(2);Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1177"	"peg"	"Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type"	"isu;Ribosome_biogenesis_bacterial isu;RNA_pseudouridine_syntheses"
"fig|1578.155.peg.1178"	"peg"	"transcriptional regulator, MerR family"	""
"fig|1578.155.peg.1179"	"peg"	"oxidoreductase (putative)"	"ff"
"fig|1578.155.peg.1180"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1181"	"peg"	"Short-chain dehydrogenase/oxidoreductase"	"ff"
"fig|1578.155.peg.1182"	"peg"	"Beta-lactamase (EC 3.5.2.6)"	"isu;Beta-lactamase isu;Tn552"
"fig|1578.155.peg.1183"	"peg"	"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)"	"idu(2);Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1184"	"peg"	"cell surface protein precursor"	"ff"
"fig|1578.155.peg.1185"	"peg"	"Fumarate reductase flavoprotein subunit (EC 1.3.99.1)"	"icw(1);Succinate_dehydrogenase"
"fig|1578.155.peg.1186"	"peg"	"oxidoreductase of aldo/keto reductase family, subgroup 1"	"ff"
"fig|1578.155.peg.1187"	"peg"	"Hypothetical, related to broad specificity phosphatases COG0406"	"ff"
"fig|1578.155.peg.1188"	"peg"	"Fumarate reductase flavoprotein subunit (EC 1.3.99.1)"	"icw(1);Succinate_dehydrogenase"
"fig|1578.155.peg.1189"	"peg"	"Transcriptional regulator, LysR family"	""
"fig|1578.155.peg.1190"	"peg"	"Fructose-bisphosphate aldolase class II (EC 4.1.2.13)"	"isu;Calvin-Benson_cycle isu;Glycolysis_and_Gluconeogenesis"
"fig|1578.155.peg.1191"	"peg"	"Arginyl-tRNA synthetase (EC 6.1.1.19)"	"isu;tRNA_aminoacylation,_Arg"
"fig|1578.155.peg.1192"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1193"	"peg"	"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"	"icw(1);Murein_Hydrolases icw(1);CBSS-84588.1.peg.1247 icw(1);Metallocarboxypeptidases_(EC_3.4.17.-) icw(1);Peptidoglycan_Biosynthesis"
"fig|1578.155.peg.1194"	"peg"	"NAD(P)HX dehydratase"	"isu;YjeE"
"fig|1578.155.peg.1195"	"peg"	"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"	"icw(1);Murein_Hydrolases icw(1);CBSS-84588.1.peg.1247 icw(1);Metallocarboxypeptidases_(EC_3.4.17.-) icw(1);Peptidoglycan_Biosynthesis"
"fig|1578.155.rna.46"	"rna"	"tRNA-Leu-CAG"	"isu;tRNAs"
"fig|1578.155.peg.1196"	"peg"	"hypothetical protein"	""
"fig|1578.155.peg.1197"	"peg"	"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids"	"ff"
"fig|1578.155.peg.1198"	"peg"	"Leucyl-tRNA synthetase (EC 6.1.1.4)"	"isu;tRNA_aminoacylation,_Leu"
